,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
54,N/A,N/A,ctas,N/A,N/A,N/A,N/A,N/A,63.49,21.92,2.05,4.56,9.95,14.82,9.63,1.5,38.77,9460000000.0,10260000000.0,22.11,1.98,2.26,12.28,2.26,1910000000.0,1.5,430460000.0,3.77,12.20,1.90,490190000.0,4.29,1300000000.0,2.70,17.91,82.69,1.5,17.25,77.90,5550000.0,12.30,6.50,5400000.0,N/A
55,N/A,N/A,ctl,N/A,N/A,N/A,N/A,N/A,137.60,26.09,1.12,1.34,4.28,14.37,3.18,1.5,31.72,20070000000.0,40610000000.0,14.29,138.90,2.25,5.88,2.25,10180000000.0,1.5,772000000.0,1.36,21.30,2.30,128000000.0,0.23,20670000000.0,0.91,26.42,35.43,1.5,0.51,75.90,37480000.0,7.80,7.50,38460000.0,N/A
56,N/A,N/A,ctsh,N/A,N/A,N/A,N/A,N/A,21.16,26.63,3.68,4.88,14.02,18.37,11.87,1.5,16.88,38140000000.0,36010000000.0,18.40,1.24,3.51,17.20,3.51,4120000000.0,1.5,1440000000.0,2.35,11.90,16.40,3770000000.0,6.19,1640000000.0,2.60,12.70,62.57,1.5,0.53,94.10,6750000.0,1.90,1.10,6450000.0,N/A
57,N/A,N/A,de,N/A,N/A,N/A,N/A,N/A,444.88,11.01,0.85,3.61,8.24,12.21,4.58,1.5,97.80,29870000000.0,63120000000.0,16.57,7.39,1.81,11.59,1.81,11290000000.0,1.5,2870000000.0,7.99,43.20,16.60,3440000000.0,10.15,36700000000.0,2.29,24.29,87.98,1.5,8.37,65.80,30200000.0,9.90,8.80,29230000.0,N/A
58,N/A,N/A,dg,N/A,N/A,N/A,N/A,N/A,48.00,21.65,1.21,4.00,5.63,9.44,10.10,1.5,62.07,22930000000.0,25090000000.0,16.61,1.43,1.33,11.79,1.33,5800000000.0,1.5,1070000000.0000001,3.49,10.30,9.90,579820000.0,1.91,2740000000.0,1.78,18.82,75.56,1.5,0.18,93.80,4099999.9999999995,1.10,1.30,4160000.0,N/A
59,N/A,N/A,dgx,N/A,N/A,N/A,N/A,N/A,87.53,19.87,1.47,2.53,7.48,14.73,7.27,1.5,51.28,10940000000.0,14540000000.0,14.75,1.70,1.96,10.32,1.96,2800000000.0,1.5,549000000.0,3.81,32.90,7.20,192000000.0,1.33,3790000000.0,0.94,29.87,75.80,1.5,0.36,103.00,17830000.0,14.10,12.40,16810000.0,N/A
60,N/A,N/A,dhi,N/A,N/A,N/A,N/A,N/A,70.80,18.92,1.19,1.96,6.39,10.61,5.96,1.5,24.67,10600000000.0,13810000000.0,13.31,1.41,1.60,14.36,1.60,1590000000.0,1.5,552800000.0,1.53,15.70,37.80,517700000.00000006,1.42,3730000000.0,7.29,14.40,29.01,1.5,10.68,85.40,12380000.0,3.40,3.70,12690000.0,N/A
61,N/A,N/A,dhr,N/A,N/A,N/A,N/A,N/A,14.81,23.17,2.97,2.53,13.05,18.09,6.28,1.5,28.36,59420000000.0,59890000000.0,17.72,2.15,3.01,13.19,3.01,10440000000.0,1.5,2600000000.0,3.63,16.20,2.90,3010000000.0,4.26,3470000000.0,1.75,33.19,84.19,1.5,23.04,69.20,7000000.0,2.90,1.30,5870000.0,N/A
62,N/A,N/A,dis,N/A,N/A,N/A,N/A,N/A,34.61,23.57,3.59,4.06,15.72,24.22,8.87,1.5,28.93,180150000000.0,191620000000.0,19.13,1.45,3.84,13.30,3.84,22390000000.0,1.5,7840000000.0,4.50,18.60,8.80,5080000000.0,2.99,16540000000.0,1.03,25.98,106.00,1.5,7.73,64.90,43740000.0,8.00,2.60,42670000.0,N/A
63,N/A,N/A,dks,N/A,N/A,N/A,N/A,N/A,0.35,20.59,0.98,3.65,5.05,8.43,11.03,1.5,57.15,6890000000.0,6730000000.0,16.29,1.40,0.99,8.93,0.99,2089999999.9999998,1.5,344200000.0,2.84,12.20,10.90,221680000.0,1.87,6450000.0,1.65,15.56,58.48,1.5,1.55,91.90,1930000.0,1.50,2.00,1870000.0,N/A
64,N/A,N/A,dlph,N/A,N/A,N/A,N/A,N/A,81.35,18.12,1.34,9.16,7.94,11.74,11.46,1.5,56.69,23560000000.0,25110000000.0,12.87,1.10,1.48,9.74,1.48,3170000000.0,1.5,1350000000.0,4.48,15.40,0.70,904000000.0,3.11,2450000000.0,1.34,8.61,81.18,1.5,0.83,95.70,2630000.0,1.60,0.90,2690000.0,N/A
65,N/A,N/A,do,N/A,N/A,N/A,N/A,N/A,50.42,9.77,1.35,0.83,14.14,24.72,5.15,1.5,19.91,3760000000.0,5760000000.0,48.16,15.13,2.10,5.08,2.10,2740000000.0,1.5,387010000.0,2.81,6.70,4.70,249660000.0,1.82,2240000000.0,1.05,32.46,27.45,1.5,0.02,102.10,13360000.0,6.50,19.90,13260000.0,N/A
66,N/A,N/A,dov,N/A,N/A,N/A,N/A,N/A,81.90,15.17,1.46,3.06,10.00,16.30,7.92,1.5,46.51,11360000000.0,13710000000.0,13.80,1.62,1.77,8.73,1.77,2970000000.0,1.5,778140000.0,4.59,12.70,13.80,681580000.0,4.18,3030000000.0,1.54,22.70,69.68,1.5,0.87,88.00,10650000.0,7.50,6.70,9820000.0,N/A
67,N/A,N/A,dps,N/A,N/A,N/A,N/A,N/A,113.34,21.94,2.47,6.60,11.49,19.25,8.94,1.5,31.26,15070000000.0,17430000000.0,18.82,2.64,2.85,12.48,2.85,3630000000.0,1.5,703000000.0,3.56,3.80,3.10,248000000.0,1.29,2600000000.0,1.17,11.89,78.12,1.5,0.39,97.10,8250000.0,5.70,4.20,7640000.0,N/A
68,N/A,N/A,dva,N/A,N/A,N/A,N/A,N/A,137.39,24.20,1.35,3.34,5.66,14.15,6.45,1.5,60.20,17390000000.0,24590000000.0,19.70,2.64,1.92,10.25,1.92,3680000000.0,1.5,723110000.0,3.33,2.00,8.50,1300000000.0,6.04,8500000000.0,1.86,23.98,80.59,1.5,2.76,83.60,5500000.0,2.80,3.20,3790000.0,N/A
69,N/A,N/A,ecl,N/A,N/A,N/A,N/A,N/A,89.32,28.85,2.38,4.65,8.42,14.27,6.52,1.5,47.59,33930000000.0,40310000000.0,21.59,1.71,2.82,13.85,2.82,6600000000.0,1.5,1200000000.0,3.93,16.90,3.40,209600000.0,0.70,6590000000.0,1.11,24.39,113.37,1.5,9.59,76.30,6780000.0,4.70,2.60,7100000.0,N/A
70,N/A,N/A,el,N/A,N/A,N/A,N/A,N/A,36.28,28.96,2.87,8.25,10.36,15.51,13.52,1.5,28.62,31800000000.0,31460000000.0,25.56,3.22,2.87,15.00,2.87,8810000000.0,1.5,1130000000.0,2.90,0.70,0.90,1370000000.0,3.63,1390000000.0,2.17,10.08,84.10,1.5,2.97,90.10,6190000.0,3.50,2.70,5510000.0,N/A
71,N/A,N/A,emc,N/A,N/A,N/A,N/A,N/A,23.36,19.41,2.07,2.31,11.11,18.20,6.06,1.5,12.05,50760000000.0,47930000000.0,11.66,1.22,1.96,8.22,1.96,15250000000.0,1.5,2710000000.0,1.32,12.10,5.50,8320000000.0,4.18,5500000000.0,1.34,11.03,25.53,1.5,0.20,83.10,26290000.0,1.70,1.30,27390000.0,N/A
72,N/A,N/A,emr,N/A,N/A,N/A,N/A,N/A,70.88,17.74,1.56,4.05,9.01,17.32,11.10,1.5,35.17,38060000000.0,41710000000.0,13.95,1.89,1.70,8.36,1.70,10160000000.0,1.5,2210000000.0,3.13,13.60,0.30,3120000000.0,4.56,6770000000.0,1.18,13.81,55.54,1.5,0.61,72.30,23290000.0,5.10,3.40,21750000.0,N/A
73,N/A,N/A,eog,N/A,N/A,N/A,N/A,N/A,33.37,17.43,3.00,2.82,17.47,28.36,9.06,1.5,30.72,50850000000.0,54670000000.0,47.30,111.78,3.28,5.77,3.28,15500000000.0,1.5,2920000000.0,5.32,23.40,6.30,2089999999.9999998,3.81,5910000000.0,1.60,32.31,92.71,1.5,0.46,93.30,9480000.0,1.80,1.70,9280000.0,N/A
74,N/A,N/A,eqr,N/A,N/A,N/A,N/A,N/A,96.88,45.27,10.79,2.73,24.14,35.24,2.52,1.5,7.24,28490000000.0,39520000000.0,21.28,2.92,15.11,23.47,15.11,1730000000.0,1.5,625580000.0,1.73,96.20,4.00,42010000.0,0.12,10860000000.0,0.13,28.44,78.31,1.5,1.58,100.00,4230000.0,2.40,1.30,4760000.0,N/A
75,N/A,N/A,etn,N/A,N/A,N/A,N/A,N/A,57.10,18.00,1.40,2.00,7.95,11.54,4.71,1.5,47.57,31670000000.0,39690000000.0,12.63,1.51,1.76,11.07,1.76,6910000000.0,1.5,1790000000.0,3.76,21.30,0.70,1030000000.0,2.19,9040000000.0,1.51,33.74,67.68,1.5,0.33,75.90,4110000.0000000005,2.00,0.90,4260000.0,N/A
76,N/A,N/A,etr,N/A,N/A,N/A,N/A,N/A,136.05,14.88,1.12,1.39,7.53,17.66,3.07,1.5,69.61,13960000000.0,26880000000.0,14.79,11.26,2.15,6.62,2.15,4370000000.0,1.5,940720000.0,5.22,18.20,5.20,1420000000.0,7.91,14030000000.0,1.14,55.83,77.67,1.5,0.40,87.90,3990000.0,3.00,2.20,3580000.0,N/A
77,N/A,N/A,ew,N/A,N/A,N/A,N/A,N/A,27.29,18.80,6.53,6.92,34.92,21.30,9.92,1.5,21.81,15160000000.0,14320000000.0,30.04,2.38,6.17,25.42,6.17,1700000000.0,1.5,811100000.0,7.48,45.40,15.30,1440000000.0,13.34,598100000.0,5.28,20.33,140.61,1.5,1.26,94.20,951.53,1.10,0.90,733.14,N/A
78,N/A,N/A,expe,N/A,N/A,N/A,N/A,N/A,71.19,32.77,2.07,6.71,6.91,10.32,4.44,1.5,44.71,12420000000.0,12400000000.0,20.58,1.56,2.15,16.49,2.15,4580000000.0,1.5,398100000.0,2.99,30.40,17.70,1760000000.0,13.88,1750000000.0,0.70,14.04,97.98,1.5,13.89,92.80,10800000.0,5.90,10.70,12110000.0,N/A
79,N/A,N/A,expr,N/A,N/A,N/A,N/A,N/A,48.61,20.51,0.65,2.52,3.16,6.81,7.49,1.5,25.74,1400000000.0,1320000000.0,13.84,0.82,0.61,5.96,0.61,660950000.0,1.5,68320000.0,0.81,12.80,1.40,346160000.0,4.11,270430000.0,2.28,6.61,16.61,1.5,12.97,90.20,3320000.0,2.20,4.10,2850000.0,N/A
80,N/A,N/A,fdo,N/A,N/A,N/A,N/A,N/A,44.72,36.53,0.86,5.38,2.35,4.55,7.56,1.5,92.57,9070000000.0,9610000000.0,26.41,9.91,0.91,12.75,0.91,3530000000.0,1.5,247850000.0,2.17,47.00,2.30,213010000.0,1.86,754260000.0,1.52,14.74,79.24,1.5,19.56,83.40,1190000.0,1.60,1.20,1060000.0,N/A
81,N/A,N/A,fdx,N/A,N/A,N/A,N/A,N/A,45.14,19.07,1.00,2.95,5.37,8.94,7.66,1.5,164.96,47170000000.0,50920000000.0,15.33,1.14,1.08,7.54,1.08,28520000000.0,1.5,2530000000.0,8.72,53.40,3.70,3480000000.0,12.26,7230000000.0,2.00,56.43,166.22,1.5,7.09,83.00,2880000.0,2.10,1.10,2950000.0,N/A
82,N/A,N/A,fl,N/A,N/A,N/A,N/A,N/A,5.37,17.58,1.26,3.61,7.27,11.34,14.35,1.5,49.69,9030000000.0,7910000000.0,14.39,1.36,1.11,8.32,1.11,2130000000.0,1.5,520000000.0,3.56,20.70,6.70,967000000.0,6.92,134000000.0,3.53,17.30,62.59,1.5,1.27,89.10,9940000.0,4.40,6.90,11850000.0,N/A
83,N/A,N/A,fls,N/A,N/A,N/A,N/A,N/A,59.48,15.05,1.57,3.94,10.64,15.98,9.74,1.5,35.63,7620000000.0,8330000000.0,13.97,2.11,1.71,9.36,1.71,1710000000.0,1.5,518840000.00000006,3.76,12.70,0.60,450350000.0,3.34,1150000000.0,1.90,14.38,56.58,1.5,0.31,93.00,5340000.0,3.00,3.90,3640000.0,N/A
84,N/A,N/A,ftr,N/A,N/A,N/A,N/A,N/A,268.10,56.31,1.53,2.00,2.78,20.15,3.38,1.5,4.80,7340000000.0,16460000000.0,34.86,1.26,3.45,7.84,3.45,4770000000.0,1.5,129850000.0,0.13,79.40,12.70,682130000.0,0.68,9810000000.0,0.98,3.65,7.32,1.5,0.78,63.50,122090000.0,10.50,12.30,125940000.0,N/A
85,N/A,N/A,gci,N/A,N/A,N/A,N/A,N/A,128.10,8.16,1.39,2.56,17.68,19.21,7.06,1.5,26.55,8480000000.0,12860000000.0,12.30,14.46,2.14,9.06,2.14,2960000000.0,1.5,1060000000.0,4.58,645.00,24.30,118480000.0,0.52,4500000000.0,1.31,14.36,37.39,1.5,0.26,94.20,8920000.0,5.90,4.00,9010000.0,N/A
86,N/A,N/A,ge,N/A,N/A,N/A,N/A,N/A,266.73,16.64,1.68,1.95,10.26,13.75,1.96,1.5,14.78,251020000000.0,600080000000.0,13.70,1.95,4.04,19.06,4.04,64730000000.00001,1.5,15340000000.0,1.50,60.70,4.60,15920000000.0,1.58,364980000000.0,2.56,12.74,24.94,1.5,0.03,54.20,84560000.0,2.30,0.80,82920000.0,N/A
87,N/A,N/A,ges,N/A,N/A,N/A,N/A,N/A,0.73,16.40,0.64,1.44,3.91,6.23,5.60,1.5,28.58,1540000000.0,1080000000.0,18.02,9.73,0.45,4.57,0.45,867880000.0,1.5,93910000.0,1.11,22.60,9.30,483480000.0,5.66,7980000.0,3.68,12.68,18.20,1.5,29.73,76.50,9510000.0,7.00,19.20,8109999.999999999,N/A
88,N/A,N/A,gild,N/A,N/A,N/A,N/A,N/A,78.34,13.39,5.85,9.49,48.62,62.82,34.15,1.5,16.35,146600000000.0,148880000000.0,9.58,0.78,5.98,8.92,5.98,21100000000.0,1.5,12100000000.0,7.35,340.50,134.40,10130000000.0,6.80,12400000000.0,3.08,10.30,98.43,1.5,0.59,94.30,55990000.0,6.30,3.80,56210000.0,N/A
89,N/A,N/A,gis,N/A,N/A,N/A,N/A,N/A,154.74,24.37,1.91,6.19,8.17,14.76,7.02,1.5,29.02,33710000000.0,43220000000.0,18.98,3.38,2.45,13.71,2.45,6370000000.0,1.5,1440000000.0,2.32,16.40,0.60,784200000.0,1.32,10290000000.0,0.67,9.13,56.55,1.5,0.25,71.10,13240000.0,5.40,2.20,12710000.0,N/A
90,N/A,N/A,gm,N/A,N/A,N/A,N/A,N/A,130.03,22.11,0.38,1.66,2.53,2.01,1.14,1.5,97.15,58780000000.0,80440000000.0,7.27,0.44,0.52,8.86,0.52,13810000000.0,1.5,2800000000.0,1.65,91.10,2.10,25180000000.0,15.63,46840000000.0,1.27,22.16,36.50,1.5,0.03,71.20,50930000.0,4.10,3.20,46230000.0,N/A
91,N/A,N/A,gme,N/A,N/A,N/A,N/A,N/A,17.20,11.01,0.43,2.06,4.23,6.83,9.52,1.5,82.85,4150000000.0000005,3860000000.0,8.72,0.70,0.42,4.88,0.42,2660000000.0,1.5,393100000.0,3.47,10.70,5.60,610100000.0,5.66,355700000.0,1.26,18.38,38.20,1.5,2.15,126.00,47260000.0,34.20,47.80,47050000.0,N/A
92,N/A,N/A,gpc,N/A,N/A,N/A,N/A,N/A,24.32,20.11,0.91,4.26,4.64,7.33,8.82,1.5,100.08,14160000000.0,14830000000.0,17.76,3.57,0.97,11.65,0.97,4590000000.0,1.5,711290000.0,4.61,10.00,8.70,137730000.0,0.90,805510000.0,1.56,21.56,92.73,1.5,2.73,71.90,2620000.0,3.70,1.80,2440000.0,N/A
93,N/A,N/A,gtn,N/A,N/A,N/A,N/A,N/A,571.90,17.20,1.59,3.73,9.46,32.37,6.41,1.5,8.78,816550000.0,2020000000.0,9.04,4.61,3.98,9.96,3.98,222140000.0,1.5,48060000.0,0.82,500.90,86.20,30770000.0,0.53,1240000000.0,2.10,3.73,14.10,1.5,14.52,82.50,2290000.0,5.10,5.40,2460000.0,N/A
94,N/A,N/A,gww,N/A,N/A,N/A,N/A,N/A,14.82,20.13,1.57,4.87,8.05,14.27,16.85,1.5,145.83,15540000000.0,15800000000.0,16.09,1.61,1.59,9.91,1.59,4310000000.0,1.5,792210000.0,11.45,5.00,5.60,226640000.0,3.36,486840000.0,2.35,47.60,230.42,1.5,13.42,73.60,7460000.0,11.10,12.20,7040000.0,N/A
95,N/A,N/A,hal,N/A,N/A,N/A,N/A,N/A,48.10,10.71,1.13,2.28,10.65,14.91,9.97,1.5,38.76,37350000000.0,42840000000.0,22.66,2.92,1.30,6.10,1.30,5210000000.0,1.5,3440000000.0,4.11,13.60,14.80,2350000000.0,2.76,7840000000.0,2.56,19.18,43.96,1.5,0.23,81.30,35510000.0,2.60,4.20,33310000.000000004,N/A
96,N/A,N/A,har,N/A,N/A,N/A,N/A,N/A,21.28,29.59,1.55,4.65,5.39,8.83,8.44,1.5,84.71,9160000000.0,9070000000.0,19.08,1.21,1.55,13.85,1.55,1460000000.0,1.5,315820000.0,4.51,62.30,19.20,512860000.0,7.47,415080000.0,1.62,28.42,133.54,1.5,7.33,90.90,1400000.0,1.90,2.10,1560000.0,N/A
97,N/A,N/A,hcp,N/A,N/A,N/A,N/A,N/A,88.82,21.94,8.86,1.87,40.69,58.35,3.99,1.5,4.94,20270000000.0,30140000000.0,13.62,4.80,13.30,16.92,13.30,2190000000.0,1.5,890050000.0,2.01,32.90,13.80,183810000.0,0.40,9770000000.0,16.44,23.35,43.99,1.5,0.38,91.40,9810000.0,2.60,2.50,9500000.0,N/A
98,N/A,N/A,hd,N/A,N/A,N/A,N/A,N/A,184.48,24.32,1.78,15.85,7.63,12.55,16.22,1.5,62.16,149590000000.0,165220000000.0,19.12,1.51,1.99,13.52,1.99,28950000000.0,1.5,6340000000.0,4.71,36.10,8.30,1720000000.0,1.32,17200000000.0,1.36,7.14,114.54,1.5,0.14,73.60,16300000.0,2.90,1.30,8900000.0,N/A
99,N/A,N/A,hig,N/A,N/A,N/A,N/A,N/A,32.63,24.31,0.95,0.95,4.31,10.99,0.49,1.5,41.94,17730000000.0,18420000000.0,10.13,1.59,0.99,7.97,0.99,7810000000.0,1.5,1350000000.0,1.73,21.70,3.20,5420000000.0,12.88,6110000000.0,4.46,44.11,42.13,1.5,3.57,91.70,8850000.0,3.00,2.00,7400000.0,N/A
100,N/A,N/A,hog,N/A,N/A,N/A,N/A,N/A,189.21,15.73,2.04,4.37,13.56,20.57,8.46,1.5,28.80,12880000000.0,17750000000.0,12.96,1.01,2.85,12.16,2.85,2440000000.0,1.5,844610000.0,3.88,1.20,0.80,631220000.0,2.99,5500000000.0,1.65,13.79,61.05,1.5,0.53,84.70,8830000.0,4.40,4.20,8140000.000000001,N/A
101,N/A,N/A,hon,N/A,N/A,N/A,N/A,N/A,48.23,19.42,2.00,4.57,10.52,14.47,8.02,1.5,51.38,81010000000.0,80620000000.0,15.33,1.69,2.00,11.94,2.00,11350000000.0,1.5,4240000000.0,5.33,1.00,1.20,9070000000.0,11.59,8680000000.0,1.50,22.57,103.51,1.5,0.17,81.90,5140000.0,2.00,0.70,4750000.0,N/A
102,N/A,N/A,hp,N/A,N/A,N/A,N/A,N/A,1.65,10.30,1.89,1.49,19.00,29.01,10.67,1.5,35.99,7450000000.0,7280000000.0,38.24,0.54,1.87,4.42,1.87,1710000000.0,1.5,734230000.0,6.72,17.20,18.80,251640000.0,2.34,81000000.0,2.70,45.72,69.22,1.5,2.95,94.40,9960000.0,4.60,9.40,10190000.0,N/A
103,N/A,N/A,hpq,N/A,N/A,N/A,N/A,N/A,70.85,12.04,0.52,2.15,4.50,8.04,5.38,1.5,59.10,57070000000.0,63210000000.0,8.22,3.12,0.57,4.83,0.57,26620000000.0,1.5,4950000000.0,2.61,4.10,4.70,12920000000.0,7.11,19060000000.0,1.13,14.55,31.40,1.5,0.07,79.50,22630000.0,1.30,1.20,22030000.0,N/A
104,N/A,N/A,hsp,N/A,N/A,N/A,N/A,N/A,52.63,45.04,3.38,4.50,7.47,11.14,4.85,1.5,26.54,15030000000.0,15980000000.0,29.18,2.92,3.58,21.89,3.58,1590000000.0,1.5,333200000.0,1.95,6.90,3.90,802500000.0,4.69,1760000000.0,2.27,19.58,87.82,1.5,0.45,93.10,2210000.0,0.80,1.50,2069999.9999999998,N/A
105,N/A,N/A,hst,N/A,N/A,N/A,N/A,N/A,52.58,21.23,2.85,2.09,13.61,12.47,3.35,1.5,7.12,15520000000.0,18930000000.0,12.12,1.99,3.52,13.86,3.52,3320000000.0,1.5,732000000.0,0.97,106.50,1.80,684000000.0,0.90,3990000000.0,2.52,9.71,20.49,1.5,1.94,105.10,30100000.0,3.10,4.60,26960000.0,N/A
106,N/A,N/A,hsy,N/A,N/A,N/A,N/A,N/A,143.76,26.72,3.00,15.33,11.41,19.58,16.53,1.5,33.35,22250000000.0,23960000000.0,21.03,2.32,3.23,14.40,3.23,3340000000.0,1.5,846910000.0,3.77,8.80,2.70,471980000.0,2.14,2180000000.0,1.16,6.58,100.75,1.5,0.20,75.10,4470000.0,3.70,3.10,5440000.0,N/A
107,N/A,N/A,ibm,N/A,N/A,N/A,N/A,N/A,339.64,13.48,1.70,13.28,12.96,21.42,10.20,1.5,92.40,158590000000.0,190920000000.0,9.64,1.95,2.06,7.83,2.06,46410000000.0,1.5,15750000000.0,11.90,11.30,12.00,8480000000.0,8.58,40800000000.0,1.25,11.98,160.45,1.5,0.06,59.30,24320000.0,5.50,2.50,21210000.0,N/A
108,N/A,N/A,iff,N/A,N/A,N/A,N/A,N/A,61.89,23.20,3.06,6.22,13.42,19.47,11.01,1.5,38.16,9480000000.0,9940000000.0,19.56,2.09,3.22,14.44,3.22,1360000000.0,1.5,412140000.0,5.06,46.60,4.30,479260000.0,5.94,942320000.0,3.30,18.80,117.39,1.5,1.53,81.00,1600000.0,3.40,2.00,1540000.0,N/A
109,N/A,N/A,intc,N/A,N/A,N/A,N/A,N/A,24.58,13.34,2.61,2.62,20.95,28.00,10.61,1.5,11.40,145920000000.0,145240000000.0,12.78,1.75,2.60,6.00,2.60,35610000000.0,1.5,11700000000.0,2.31,39.50,6.40,14400000000.0,3.04,13730000000.0,1.73,11.77,30.81,1.5,0.07,66.60,144490000.0,4.50,2.90,133330000.00000001,N/A
